"2017-04-19 17:29:43","28.19","21.50","994.82","517","297","20170419_172943.jpg"
"2017-04-19 17:50:24","26.39","20.42","995.63","680","305","20170419_175024.jpg"
"2017-04-19 18:11:04","26.93","21.61","996.28","679","302","20170419_181104.jpg"
"2017-04-19 18:31:45","26.37","22.08","996.57","671","315","20170419_183145.jpg"
"2017-04-19 18:42:05","26.03","21.55","996.92","667","301","20170419_184205.jpg"
"2017-04-19 18:52:25","25.94","22.20","997.44","668","319","20170419_185225.jpg"
"2017-04-19 19:02:46","26.29","22.04","997.73","684","318","20170419_190246.jpg"
"2017-04-19 19:13:06","27.10","24.62","998.06","619","317","20170419_191306.jpg"
"2017-04-19 19:23:26","27.69","24.95","998.65","586","316","20170419_192326.jpg"
"2017-04-19 19:33:47","27.96","25.88","998.97","949","316","20170419_193347.jpg"
"2017-04-19 19:44:07","27.96","26.15","999.50","942","316","20170419_194407.jpg"
"2017-04-19 19:54:27","28.03","26.61","999.78","942","318","20170419_195427.jpg"
"2017-04-19 20:04:48","28.03","26.82","999.95","942","315","20170419_200448.jpg"
"2017-04-19 20:15:08","28.07","27.74","1000.32","943","315","20170419_201508.jpg"
"2017-04-19 20:25:28","28.05","27.93","1000.30","944","317","20170419_202528.jpg"
"2017-04-19 20:35:48","28.05","28.46","1000.32","943","306","20170419_203548.jpg"
"2017-04-19 20:46:09","28.07","28.78","1000.24","943","329","20170419_204609.jpg"
"2017-04-19 20:56:29","28.07","29.09","1000.54","943","316","20170419_205629.jpg"
"2017-04-19 21:06:49","28.03","28.93","1000.70","942","314","20170419_210649.jpg"
"2017-04-19 21:17:10","28.02","29.38","1000.51","943","315","20170419_211710.jpg"
"2017-04-19 21:27:30","28.01","29.56","1000.53","944","315","20170419_212730.jpg"
"2017-04-19 21:37:50","27.98","29.84","1001.12","943","317","20170419_213750.jpg"
"2017-04-19 21:48:11","27.93","30.04","1001.22","944","314","20170419_214811.jpg"
"2017-04-19 21:58:31","27.93","29.62","1001.36","943","319","20170419_215831.jpg"
"2017-04-19 22:08:51","27.86","29.22","1001.54","942","310","20170419_220851.jpg"
"2017-04-19 22:19:12","27.80","29.50","1001.48","942","312","20170419_221912.jpg"
"2017-04-19 22:29:32","27.77","29.27","1001.64","944","313","20170419_222932.jpg"
"2017-04-19 22:39:52","27.74","29.22","1001.63","944","315","20170419_223952.jpg"
"2017-04-19 22:50:12","27.67","29.19","1001.65","942","315","20170419_225012.jpg"
"2017-04-19 23:00:33","27.65","29.47","1001.96","943","314","20170419_230033.jpg"
"2017-04-19 23:10:53","27.64","29.58","1002.17","944","315","20170419_231053.jpg"
"2017-04-19 23:21:13","27.59","29.62","1002.41","943","311","20170419_232113.jpg"
"2017-04-19 23:31:34","27.56","29.72","1002.11","943","314","20170419_233134.jpg"
"2017-04-19 23:41:54","27.56","29.75","1002.14","944","312","20170419_234154.jpg"
"2017-04-19 23:52:14","27.53","29.83","1002.40","943","308","20170419_235214.jpg"
"2017-04-20 00:02:34","27.52","29.89","1002.85","944","312","20170420_000234.jpg"
"2017-04-20 00:12:55","27.43","30.29","1003.09","1023","309","20170420_001255.jpg"
"2017-04-20 00:23:16","27.35","29.85","1003.11","1023","299","20170420_002316.jpg"
"2017-04-20 00:33:37","27.29","29.96","1002.89","1023","310","20170420_003337.jpg"
"2017-04-20 00:43:58","27.22","30.08","1002.96","1023","306","20170420_004358.jpg"
"2017-04-20 00:54:19","27.20","30.29","1003.20","1022","308","20170420_005419.jpg"
"2017-04-20 01:04:40","27.17","30.28","1003.28","1023","309","20170420_010440.jpg"
"2017-04-20 01:15:00","27.14","30.38","1003.54","1023","308","20170420_011500.jpg"
"2017-04-20 01:25:22","27.10","30.47","1003.43","1022","305","20170420_012522.jpg"
"2017-04-20 01:35:42","27.05","30.66","1003.53","1023","306","20170420_013542.jpg"
"2017-04-20 01:46:04","27.03","30.70","1003.37","1023","302","20170420_014604.jpg"
"2017-04-20 01:56:24","27.01","30.83","1003.53","1023","304","20170420_015624.jpg"
"2017-04-20 02:06:45","26.97","30.90","1003.42","1023","305","20170420_020645.jpg"
"2017-04-20 02:17:06","26.94","30.87","1003.31","1023","305","20170420_021706.jpg"
"2017-04-20 02:27:27","26.91","31.01","1003.39","1023","307","20170420_022727.jpg"
"2017-04-20 02:37:48","26.90","31.07","1003.52","1022","306","20170420_023748.jpg"
"2017-04-20 02:48:09","26.87","31.01","1003.82","1023","306","20170420_024809.jpg"
"2017-04-20 02:58:30","26.85","31.01","1003.74","1023","302","20170420_025830.jpg"
"2017-04-20 03:08:51","26.77","31.11","1003.46","1023","303","20170420_030851.jpg"
"2017-04-20 03:19:12","26.75","31.35","1003.70","1023","302","20170420_031912.jpg"
"2017-04-20 03:29:33","26.74","31.50","1003.73","1023","305","20170420_032933.jpg"
"2017-04-20 03:39:54","26.72","31.33","1003.73","1023","302","20170420_033954.jpg"
"2017-04-20 03:50:15","26.69","31.18","1003.73","1023","300","20170420_035015.jpg"
"2017-04-20 04:00:36","26.68","31.23","1003.73","1023","300","20170420_040036.jpg"
"2017-04-20 04:10:57","26.68","31.07","1004.18","1023","302","20170420_041057.jpg"
